Period	Period mid	R
36	34	-0.9233204593239378
36	35	-0.9375003012559469
37	9	0.8681767512840058
37	26	-0.8581014493254698
37	27	-0.8720613222114417
37	28	-0.9074957175338345
37	29	-0.8893454865617099
37	30	-0.9218154487858983
37	31	-0.9294393979518347
37	32	-0.941983514433728
38	8	0.881051338782292
38	9	0.8102028365158166
38	24	-0.8704732437038807
38	25	-0.8696691158958634
38	26	-0.886806029264365
38	27	-0.9097919376640803
38	28	-0.9313193498372593
38	29	-0.9409633591747372
39	22	-0.8388319291331481
39	23	-0.8712551541345911
39	24	-0.892154291282383
39	25	-0.9147954615427657
39	26	-0.9414126543909642
