Period	Period mid	R
18	35	-0.805038164845339
19	11	0.815565638328868
19	24	-0.833227531224011
19	25	-0.8125245399843118
19	26	-0.8604038839446989
19	29	-0.8250509062938637
19	30	-0.8046230861860567
19	36	-0.833559321395586
19	37	-0.8291153569534491
19	38	-0.8634009133655495
19	39	-0.8475229749362015
20	9	0.826352086092492
20	19	-0.809618469802107
20	21	-0.828918405793209
20	22	-0.8076618893450437
20	23	-0.8006748105932565
20	24	-0.8069718530091173
20	26	-0.8711895325972915
20	27	-0.8270679875013164
20	28	-0.8462897310406875
20	29	-0.8564392348090667
20	30	-0.8630633421561135
20	31	-0.8835448524714536
20	32	-0.8507122564645878
20	33	-0.9016531767474316
20	34	-0.91683306934298
20	35	-0.8915358993672554
20	36	-0.8809123343208192
20	37	-0.9031278661448289
20	38	-0.8474980845509881
20	39	-0.8057614300711406
21	18	-0.8416729307479683
21	19	-0.8099203566266076
21	21	-0.8670037079416897
21	22	-0.8757032470877922
21	23	-0.8792063837711853
21	24	-0.8430733197735101
21	25	-0.8324496167679912
21	26	-0.8451970188615516
21	27	-0.8915382257527659
21	28	-0.8644232113082171
21	29	-0.8989932222842454
21	30	-0.8879002920915134
21	31	-0.8942991110635262
21	32	-0.8398632520352378
21	33	-0.8714023058500753
21	34	-0.8564308838296627
21	35	-0.8894710608003159
21	36	-0.8963035355356749
21	37	-0.8714970698355219
21	38	-0.8265907838576598
21	39	-0.8655798115429517
22	15	-0.8459447457292116
22	16	-0.8059945856035995
22	17	-0.8807053942875022
22	18	-0.8100259246292875
22	19	-0.8457884032123562
22	20	-0.8722276588639603
22	21	-0.8620276373125625
22	22	-0.8523038274067617
22	23	-0.8581579735130173
22	24	-0.8705796342366745
22	25	-0.8603279307564116
22	26	-0.890552669139013
22	27	-0.8992511236996874
22	28	-0.8832695623263076
22	29	-0.8923114028364019
22	30	-0.9006092990976204
22	31	-0.9147457457235086
22	32	-0.8997013521680698
22	33	-0.8884500554411405
22	35	-0.865334839622818
22	36	-0.8378300952533299
22	37	-0.8338641871203998
22	38	-0.8682805439460661
22	39	-0.8560854485792198
23	14	-0.8372674558634229
23	15	-0.8376966959212192
23	17	-0.8582998177156108
23	18	-0.870339102231094
23	19	-0.836574270358413
23	20	-0.8310540731405021
23	21	-0.8418346459978975
23	22	-0.813489191391037
23	23	-0.8672343470336189
23	24	-0.8484828331525389
23	25	-0.860706813395195
23	26	-0.8930443892925495
23	27	-0.886565006167065
23	28	-0.9056009819768484
23	29	-0.8532665131747716
23	30	-0.8000948326686848
23	31	-0.8342287413525132
23	32	-0.8176649136248287
23	33	-0.8186361519531071
23	34	-0.8104374903843931
24	12	-0.8144772060084353
24	13	-0.837441451844833
24	14	-0.8109404440917936
24	15	-0.8225335541733836
24	16	-0.8907438660151088
24	17	-0.86506583679136
24	18	-0.8736859425295865
24	19	-0.8786966369095179
24	20	-0.8652038498249777
24	21	-0.85226227362763
24	22	-0.8438697875743878
24	23	-0.8819650023441319
24	24	-0.8618853827647361
24	25	-0.8953450701623481
24	26	-0.8562019263673075
24	27	-0.8157877982488007
24	28	-0.8283855735341596
24	29	-0.8050624328346505
25	11	-0.8290324397433249
25	12	-0.8094359750208608
25	13	-0.8475522359212349
25	14	-0.835496446761597
25	15	-0.8750335525064139
25	16	-0.9062732233242826
25	17	-0.9269661189208466
25	18	-0.8953985227866161
25	19	-0.8860873414309285
25	20	-0.8411775236755635
25	21	-0.8611453538466681
25	22	-0.8442691502950185
25	23	-0.8612463432475718
25	24	-0.8542555612335836
25	25	-0.8206808580520989
25	26	-0.8275809429902073
26	9	-0.8086646328970593
26	10	-0.8046587539998823
26	14	-0.8910835475108057
26	15	-0.9237729542054818
26	16	-0.8831137821603775
26	17	-0.8681913721923665
26	18	-0.841958755250197
26	19	-0.8811694945586166
26	20	-0.8138704201470629
26	21	-0.8680856078268724
26	22	-0.8614713317286751
26	23	-0.8272681228080845
26	37	-0.8142896030269229
26	39	-0.8767089262643775
27	3	-0.8249592674269585
27	12	-0.8379299608210492
27	13	-0.911805912919277
27	14	-0.9024767470928169
27	15	-0.8515889537424512
27	16	-0.8548149528111536
27	17	-0.876495088875764
27	19	-0.8783073473900818
27	20	-0.8635636354160243
27	21	-0.8211141449344335
27	35	-0.8901540983791273
27	36	-0.8885710838183547
27	37	-0.888228357869446
27	38	-0.8976553005543063
27	39	-0.8662006919367612
28	11	-0.8644955920178372
28	12	-0.8960319274717017
28	14	-0.8305655135419395
28	15	-0.8479259617990859
28	16	-0.8555360275388804
28	17	-0.8290253872634566
28	18	-0.8550567548728278
28	29	-0.8092440408490875
28	30	-0.8324104288374434
28	31	-0.8732184427161657
28	32	-0.8886380574040951
28	33	-0.9117627568226986
28	34	-0.8774702656440265
28	35	-0.8868491739821147
28	36	-0.8839057445013
28	37	-0.8891665016690344
28	38	-0.8270102136586243
28	39	-0.8617365500772066
29	9	-0.8126294758911248
29	10	-0.8431685967655917
29	11	-0.8659947622582784
29	12	-0.8539473081382761
29	13	-0.8777824383293451
29	14	-0.860732008243232
29	15	-0.8273846505753641
29	28	-0.8631035978795468
29	29	-0.8792226594581648
29	30	-0.8945039866611592
29	31	-0.8504575358821435
29	32	-0.888717283129052
29	33	-0.8769629553814231
29	34	-0.8792051776991654
29	35	-0.8917717578721488
29	36	-0.8551012031790707
29	37	-0.8570616284062763
29	38	-0.8285876563215895
29	39	-0.8206796412911431
30	10	-0.8739223363082952
30	11	-0.8911261434826654
30	12	-0.8813533625702965
30	13	-0.8278448155341668
30	16	-0.8020725162748712
30	26	-0.844917847592784
30	27	-0.8827898915668196
30	29	-0.8515146176847357
30	30	-0.8638835490529357
30	31	-0.878797041092476
30	32	-0.8683506717011614
30	33	-0.8552582202911863
30	34	-0.8386356345615666
30	35	-0.8331792585040131
30	36	-0.8320044543557243
30	37	-0.9049597230070658
30	38	-0.9066464646808449
30	39	-0.8941997979292458
31	8	-0.8609890943579716
31	9	-0.879962355801792
31	10	-0.9255460403763842
31	11	-0.8924764835553445
31	12	-0.8157157417718541
31	13	-0.8425509262501861
31	25	-0.820955967947558
31	26	-0.8151738724390701
31	27	-0.8274814256999264
31	28	-0.8628939630412789
31	29	-0.8509502857822596
31	30	-0.8605396434866903
31	31	-0.8205169632892633
31	32	-0.8397728359430316
31	33	-0.8382809510363127
31	34	-0.8910443308646124
31	35	-0.8785698811647257
31	36	-0.8977723960059986
31	37	-0.9259287515234333
31	38	-0.9278157915050437
31	39	-0.8921565904428757
32	7	-0.8356439426141156
32	8	-0.8560573181381007
32	9	-0.8515887358831437
32	10	-0.8946325814972464
32	14	-0.8017745979989297
32	24	-0.8392674205515045
32	25	-0.858054951980911
32	26	-0.842005407262789
32	27	-0.8447026140965278
32	28	-0.8330339838881786
32	29	-0.8433376370107721
32	30	-0.8390839837012463
32	31	-0.8998375076056573
32	32	-0.8874530332052579
32	33	-0.9077751541278444
32	34	-0.929313853448119
32	35	-0.915838572377122
32	36	-0.9163092078193619
32	37	-0.9124944302809185
32	38	-0.884190734413128
32	39	-0.8787531192490813
33	6	-0.8540124698018169
33	8	-0.8385174807855263
33	9	-0.887769745183295
33	10	-0.8534954815466437
33	11	-0.8354649159250258
33	22	-0.8142835787261816
33	25	-0.8534082949577775
33	26	-0.8643594807158368
33	27	-0.8241622445406099
33	28	-0.9004282542022688
33	29	-0.8792517774194466
33	30	-0.9071363957395946
33	31	-0.9289564257233253
33	32	-0.9126083802380612
33	33	-0.9284070319432508
33	34	-0.8909042752362308
33	35	-0.89594242722905
33	36	-0.8811581877887242
33	37	-0.8599107400439949
33	39	-0.8163402264613926
34	8	-0.8229502302365377
34	9	-0.8457195617629647
34	21	-0.8188176234869242
34	22	-0.8275873394887463
34	23	-0.869470487835328
34	24	-0.8498623475449151
34	25	-0.901425699753966
34	26	-0.8996260186826432
34	27	-0.9014652712598304
34	28	-0.9200408659655546
34	29	-0.9330815130029867
34	30	-0.9287813134755408
34	31	-0.9313634965223987
34	32	-0.8962188457884667
34	33	-0.9250178711645227
34	34	-0.9019795411066704
34	35	-0.8542239700809725
34	36	-0.8660994864178876
34	37	-0.870554110204253
34	38	-0.8664698331245512
34	39	-0.8989132168517928
35	7	-0.8501917790951139
35	8	-0.809747381173831
35	17	-0.8566442708740123
35	20	-0.8708704831501534
35	21	-0.8606820544874079
35	22	-0.8915371429808857
35	23	-0.9008748016171136
35	24	-0.8958101216896962
35	25	-0.9138809053893554
35	26	-0.9198564738288358
35	27	-0.9211647874107677
35	28	-0.9190303136211858
35	29	-0.9004296731994009
35	30	-0.9274790157002495
35	31	-0.910692075384789
35	32	-0.8899266937029051
35	33	-0.8737508447339524
35	34	-0.8702781141198592
35	35	-0.8771732802720676
35	36	-0.9120686317852336
35	37	-0.9162109143330547
35	38	-0.9209647474538047
35	39	-0.9447640663204206
36	18	-0.824712483385519
36	19	-0.8670233140822448
36	20	-0.9045619428100529
36	21	-0.9077534482557112
36	22	-0.8993032143784168
36	23	-0.9147606693715489
36	24	-0.9233814247570431
36	25	-0.927022866373747
36	26	-0.930044303518065
36	27	-0.9184666768227652
36	28	-0.9216403440553637
36	29	-0.8764912650025014
36	30	-0.9083049414122626
36	31	-0.8781476687945058
36	32	-0.9040734126536557
36	33	-0.9274311846262651
36	34	-0.9217616058383072
36	35	-0.9221905602193652
36	36	-0.9419337218010436
36	37	-0.9355512738079345
36	38	-0.9459172098379588
36	39	-0.9443678824418509
37	9	0.8488262791032142
37	17	-0.8917884260130882
37	18	-0.9198732725330093
37	19	-0.9152693007427651
37	20	-0.9040799323273498
37	21	-0.9082936649037403
37	22	-0.9127389060246037
37	23	-0.9053712408972049
37	24	-0.9358626054569019
37	25	-0.9188452075148699
37	26	-0.8985131985687029
37	27	-0.8907071909913444
37	28	-0.9030564748868605
37	29	-0.9163326255091965
37	30	-0.9167000440995924
37	31	-0.9144134343376913
37	32	-0.9098929172439703
37	33	-0.9444373253551598
37	34	-0.9356891841255975
37	35	-0.9456774074515895
37	36	-0.945057301479568
37	37	-0.9401516742690783
37	38	-0.9455894941125971
37	39	-0.9467606587040418
38	15	-0.8340502937008454
38	16	-0.9055400937812601
38	17	-0.8890421843670188
38	18	-0.8590656865120386
38	19	-0.8293802293522903
38	20	-0.8667405038988244
38	21	-0.8724078109498725
38	22	-0.9001136007823661
38	23	-0.8287364541333369
38	24	-0.8665524350393694
38	25	-0.8767608127590074
38	26	-0.8971036960208013
38	27	-0.9161749090682001
38	28	-0.9354325408954584
38	29	-0.9118636146279178
38	30	-0.9366782369117722
38	31	-0.9368289832505722
38	32	-0.9434361044858867
38	33	-0.9431392626976971
38	34	-0.9444633302372092
38	35	-0.9356051506908994
38	36	-0.9464627382539268
38	38	-0.9475292341413244
38	39	-0.94677346171983
39	15	-0.8616462185419957
39	16	-0.8862911116868142
39	17	-0.8525361585016047
39	18	-0.8920277251896312
39	19	-0.9148110966659501
39	20	-0.8326344047648309
39	21	-0.8363555267892999
39	22	-0.8456863384872071
39	23	-0.8713233737547154
39	24	-0.8834494347981355
39	25	-0.8675267208389024
39	26	-0.907504636486844
39	27	-0.9270909013387714
39	28	-0.9447255779813326
39	29	-0.9370131262948057
39	30	-0.9460290937254757
39	31	-0.9324135816560982
39	32	-0.9392206082135265
39	33	-0.9469804291239919
39	35	-0.9477811381267317
39	36	-0.9467502983929316
39	38	-0.9375863806242075
39	39	-0.9281406308243676
