Period	Period mid	R
37	35	-0.9304793217177499
37	36	-0.9229952641738138
37	37	-0.9254974833738434
37	38	-0.9287475374460671
37	39	-0.9274481937431561
38	3	-0.8688659385706532
38	17	-0.8327414809713459
38	21	-0.823700784814663
38	22	-0.8442593335032502
38	23	-0.8403308841534718
38	24	-0.8574658835672702
38	25	-0.8785871407670388
38	26	-0.8649871140589707
38	27	-0.8685495900990269
38	28	-0.9067519220956475
38	29	-0.8980326578977863
38	30	-0.9202336731793536
38	31	-0.8932585954922488
38	32	-0.9312624375463714
38	33	-0.9248637267991612
38	34	-0.933242540755717
38	35	-0.9139509771785237
38	36	-0.9260995154762015
38	37	-0.9441105677795274
38	38	-0.9357928471208911
38	39	-0.9263127176298773
39	15	-0.8737477912329403
39	18	-0.8544237296026712
39	19	-0.9180887526703049
39	20	-0.868118000762478
39	21	-0.8712238874213248
39	22	-0.865735524600689
39	23	-0.8822980217577858
39	24	-0.8648311083637092
39	25	-0.8846642686438132
39	26	-0.9141444755907518
39	27	-0.9157363910706796
39	28	-0.9154633565218419
39	29	-0.893919370839389
39	30	-0.9249616460968528
39	31	-0.9258775663314972
39	32	-0.9231509214936309
39	33	-0.9318424040515892
39	34	-0.9447452684549663
39	35	-0.9357613152533735
39	36	-0.9300758249000007
39	37	-0.9166471564482442
39	38	-0.8957941557105327
39	39	-0.8353851309806685
