Period	Period mid	R
23	36	0.8157920871582592
24	7	0.8239134886608308
24	30	0.8022839111275414
24	31	0.8221414654867422
24	32	0.8163750435417823
25	27	0.8204143061445565
25	28	0.8151248447130791
26	5	0.8610174448863004
26	6	0.8505863224584762
26	7	0.8099407646892706
26	24	0.833818661205862
26	25	0.815974185624428
27	5	0.8023143287618273
27	22	0.8367819319036487
31	18	0.8019866847254999
32	16	0.8870141054346936
32	17	0.8507199348184763
33	14	0.8286719686796724
33	15	0.8135967881157666
33	38	-0.8409718242540172
33	39	-0.8635494750791585
34	13	0.848933295378092
34	31	-0.8051318156736794
34	33	-0.8117367441779725
34	36	-0.875411530455234
34	37	-0.8566967849663562
34	38	-0.8160307139146655
34	39	-0.8980823014980318
35	13	0.8143379961928382
35	14	0.8269781610806457
35	28	-0.8063584913560451
35	30	-0.8009769415796015
35	33	-0.8691744971237599
35	34	-0.8531584681563849
35	35	-0.8555088061946786
35	36	-0.9042234962215338
35	37	-0.8890107348060765
35	38	-0.8982446922938514
35	39	-0.9216303082088455
36	10	0.8419120374583676
36	27	-0.8174248846331127
36	29	-0.8115114238224268
36	30	-0.8767985216280708
36	31	-0.8338856349121254
36	32	-0.8310509860596731
36	33	-0.9108453596468693
36	34	-0.9011377773527917
36	35	-0.9037112219589452
36	36	-0.9196759415144227
36	37	-0.9197615730392585
36	38	-0.9040650515644147
36	39	-0.9087064931634633
37	7	0.8115806342294636
37	8	0.8785556969367528
37	9	0.8954713449361384
37	10	0.90117313387502
37	12	0.8248919732592109
37	27	-0.8803015969606591
37	28	-0.8844521690922817
37	29	-0.8896072699623909
37	30	-0.910617131775712
37	31	-0.8958870189248933
37	32	-0.8946394143288455
37	33	-0.9210197369781148
37	34	-0.9165654827717811
37	35	-0.8932741793895558
37	36	-0.9094315600244164
37	37	-0.9064439152586485
37	38	-0.8936592687060546
37	39	-0.8924968129949735
38	6	0.8203919192410044
38	7	0.8580199611360243
38	8	0.9214315081363111
38	9	0.9252352875393782
38	10	0.8058299478623168
38	11	0.8200464301307117
38	24	-0.8651597018440753
38	25	-0.8669622041357695
38	26	-0.8846303093927279
38	27	-0.8909297586617722
38	28	-0.8968781484267415
38	29	-0.8836682521369039
38	30	-0.9164874162358035
38	31	-0.8851884914421666
38	32	-0.8933059489121579
38	33	-0.8994049829657857
38	34	-0.9133554434075332
38	35	-0.889661176843643
38	36	-0.888035409763981
38	37	-0.9356273198108989
38	38	-0.9250428723191203
38	39	-0.9338904246148082
39	8	0.8096201320006422
39	19	-0.8569737251749772
39	22	-0.8348051502427071
39	23	-0.8633261546222865
39	24	-0.871301677415955
39	25	-0.9085411487891057
39	26	-0.8951484671711812
39	27	-0.8900348712588219
39	28	-0.9100181418336416
39	29	-0.8593303141752533
39	30	-0.9070077667865656
39	31	-0.914744442006748
39	32	-0.899181173289087
39	33	-0.8786173205477571
39	34	-0.9335590540309497
39	35	-0.9212422672062044
39	36	-0.9321595478368948
39	37	-0.9170500324242404
39	38	-0.9231923523345512
39	39	-0.8891624053372426
