Period	Period mid	R
14	9	0.8827157282221773
14	11	0.948295998645206
14	12	0.9273721662556362
14	13	0.8420964144982126
14	27	0.8076316606197469
15	6	0.9187226527567467
15	8	0.9448489428216178
15	9	0.9168161006175597
15	10	0.8995420019204865
15	21	0.8409361595750906
16	5	0.9461758770839765
16	6	0.9207565369738995
16	7	0.8808181494823227
16	9	0.8221090079715175
16	17	0.8472153645516246
16	18	0.8900773932578897
17	4	0.9367127234992416
17	5	0.8525564771927643
17	6	0.8426906996492337
17	14	0.8297430017930076
17	15	0.8748928629184207
17	16	0.8079855672025273
18	4	0.9401988172174844
18	12	0.8749739662785616
18	13	0.8589609555553616
19	3	0.9117561744840109
19	10	0.872691786813482
19	11	0.8748429413682675
19	14	0.8277795959746539
20	3	0.8339208166255678
20	9	0.8245773853656633
21	8	0.8232562002564742
21	9	0.8168859206449517
21	10	0.8141741468214634
21	37	-0.8186365227288985
21	38	-0.834891234911185
21	39	-0.8282550789127291
24	25	-0.8048478473089605
25	18	-0.8096238515825797
29	13	-0.8367213514580062
30	38	-0.8255316737583595
31	35	-0.8215169712730719
31	36	-0.8021364134420166
31	37	-0.8401216509087219
31	38	-0.8972517916441906
31	39	-0.8502711219776389
32	32	-0.8288592476921756
32	33	-0.8312400285271492
32	34	-0.9092226929152011
32	35	-0.8989093937098194
32	36	-0.859706274689415
32	37	-0.8713875151776049
32	38	-0.8761970583981885
32	39	-0.8696600946389655
33	29	-0.8146301136214661
33	30	-0.8180826398424714
33	31	-0.9018734328997559
33	32	-0.8912825902165105
33	33	-0.8684119287653301
33	34	-0.8611733691292033
33	35	-0.8763707964997683
33	36	-0.867039083572629
33	37	-0.9031019119584693
33	38	-0.917978607260809
33	39	-0.9294991236471488
34	5	-0.814102061925522
34	26	-0.8303865752111202
34	28	-0.8366732008217358
34	29	-0.8904787805797034
34	30	-0.8585460468307016
34	31	-0.89513235454125
34	32	-0.8699619905381448
34	33	-0.8844883006331867
34	34	-0.9029318984557022
34	35	-0.9201142260393509
34	36	-0.9295978291292498
34	37	-0.9265029524839843
34	38	-0.9239852862648241
34	39	-0.9478718447453494
35	23	-0.8347749683077359
35	25	-0.8165017218420904
35	26	-0.8801376213053421
35	27	-0.8424626893731241
35	28	-0.8557217760509597
35	29	-0.8586666129546715
35	30	-0.8716171847570664
35	31	-0.8980936596151631
35	32	-0.9161119432891626
35	33	-0.9284724002628285
35	34	-0.924144547772668
35	35	-0.9479351938243595
36	3	-0.8606991855935211
36	4	-0.8993369467062946
36	5	-0.8081314604518159
36	20	-0.8375220195896005
36	21	-0.8293762046124772
36	23	-0.834846719820996
36	24	-0.8530880320408928
36	25	-0.8501812934969034
36	26	-0.8889186571900731
36	27	-0.8975913675328118
36	28	-0.8956701640942784
36	29	-0.9192529741258884
36	30	-0.9332686898286356
36	31	-0.9248865821618751
36	32	-0.9334589034960729
36	35	-0.9477160947553949
37	3	-0.8688342587337767
37	4	-0.8674108602515767
37	18	-0.8805763354056844
37	19	-0.8575155061537302
37	20	-0.8189874058519683
37	21	-0.8626870846250286
37	22	-0.872363644364564
37	23	-0.8737218446811432
37	24	-0.9156689085959127
37	25	-0.8877443151649543
37	26	-0.9057392938707572
37	27	-0.9332143125669222
37	28	-0.9350332724222313
37	29	-0.935630037727655
37	30	-0.9470013705742112
37	32	-0.9480550655089044
38	3	-0.835719158003761
38	16	-0.821470910236363
38	17	-0.8725268103993553
38	18	-0.8634877512562458
38	20	-0.859940762609889
38	21	-0.901527863055474
38	22	-0.9115287227429852
38	23	-0.8878967521740043
38	24	-0.913853469993882
38	25	-0.9318601794576316
38	26	-0.9338340286687171
38	27	-0.9367689846659735
38	29	-0.9491058011456498
39	15	-0.8886686498538643
39	16	-0.8531368739687579
39	17	-0.8335077300088511
39	18	-0.9120102702475784
39	19	-0.9362387023557638
39	20	-0.9047198445599107
39	21	-0.9084587781089191
39	22	-0.9096263181434642
39	23	-0.9316960354285174
39	24	-0.9336432889284828
39	25	-0.9443568738669309
39	39	-0.9437199965745212
